DateTime,Temperature,Dew Point,Relative Humidity,datetime,T_out_C,T_in_C,mode,Q_hvac_W,E_heat_kWh,E_heat_kWh_cum,E_heat_th_kWh,E_heat_elec_kWh_COP1p0,CO2_kg_COP1p0,E_heat_elec_kWh_COP1p0_cum,CO2_kg_COP1p0_cum,E_heat_elec_kWh_COP3p0,CO2_kg_COP3p0,E_heat_elec_kWh_COP3p0_cum,CO2_kg_COP3p0_cum
2026-01-21 22:45:00,31,27.54,87,2026-01-21 22:45:00,-0.5555555555555556,20.480718225712973,HEAT,12000.0,1.0,5.0,3.0,3.0,0.8999999999999999,15.0,4.5,1.0,0.3,5.0,1.5
2026-01-21 23:01:00,31,27.82,88,2026-01-21 23:01:00,-0.5555555555555556,20.74294617235346,OFF,0.0,0.0,5.0,0.0,0.0,0.0,15.0,4.5,0.0,0.0,5.0,1.5
2026-01-21 23:16:00,30,26.28,86,2026-01-21 23:16:00,-1.1111111111111112,20.64320740939414,OFF,0.0,0.0,5.0,0.0,0.0,0.0,15.0,4.5,0.0,0.0,5.0,1.5
2026-01-21 23:31:00,31,26.96,85,2026-01-21 23:31:00,-0.5555555555555556,20.54005002049035,HEAT,12000.0,1.0,6.0,3.0,3.0,0.8999999999999999,18.0,5.4,1.0,0.3,6.0,1.8
2026-01-21 23:45:00,31,27.25,86,2026-01-21 23:45:00,-0.5555555555555556,20.801832978670006,OFF,0.0,0.0,6.0,0.0,0.0,0.0,18.0,5.4,0.0,0.0,6.0,1.8
2026-01-22 00:00:00,31,26.96,85,2026-01-22 00:00:00,-0.5555555555555556,20.701652564663316,OFF,0.0,0.0,6.0,0.0,0.0,0.0,18.0,5.4,0.0,0.0,6.0,1.8
2026-01-22 00:16:00,31,27.25,86,2026-01-22 00:16:00,-0.5555555555555556,20.602223503761675,OFF,0.0,0.0,6.0,0.0,0.0,0.0,18.0,5.4,0.0,0.0,6.0,1.8
2026-01-22 00:30:00,31,27.25,86,2026-01-22 00:30:00,-0.5555555555555556,20.503540160816794,HEAT,12000.0,1.0,7.0,3.0,3.0,0.8999999999999999,21.0,6.300000000000001,1.0,0.3,7.0,2.1
2026-01-22 00:45:00,31,26.67,84,2026-01-22 00:45:00,-0.5555555555555556,20.765596942944,OFF,0.0,0.0,7.0,0.0,0.0,0.0,21.0,6.300000000000001,0.0,0.0,7.0,2.1
2026-01-22 01:00:00,31,26.96,85,2026-01-22 01:00:00,-0.5555555555555556,20.665688299205257,OFF,0.0,0.0,7.0,0.0,0.0,0.0,21.0,6.300000000000001,0.0,0.0,7.0,2.1
2026-01-22 01:16:00,31,27.25,86,2026-01-22 01:16:00,-0.5555555555555556,20.56652897029455,OFF,0.0,0.0,7.0,0.0,0.0,0.0,21.0,6.300000000000001,0.0,0.0,7.0,2.1
2026-01-22 01:31:00,31,26.96,85,2026-01-22 01:31:00,-0.5555555555555556,20.468113336350672,HEAT,12000.0,1.0,8.0,3.0,3.0,0.8999999999999999,24.0,7.200000000000001,1.0,0.3,8.0,2.4
2026-01-22 01:46:00,31,26.96,85,2026-01-22 01:46:00,-0.5555555555555556,20.730435819661377,OFF,0.0,0.0,8.0,0.0,0.0,0.0,24.0,7.200000000000001,0.0,0.0,8.0,2.4
2026-01-22 02:01:00,31,26.96,85,2026-01-22 02:01:00,-0.5555555555555556,20.63079088434725,OFF,0.0,0.0,8.0,0.0,0.0,0.0,24.0,7.200000000000001,0.0,0.0,8.0,2.4
2026-01-22 02:15:00,30,25.7,84,2026-01-22 02:15:00,-1.1111111111111112,20.53189328604798,HEAT,12000.0,1.0,9.0,3.0,3.0,0.8999999999999999,27.0,8.100000000000001,1.0,0.3,9.0,2.6999999999999997
2026-01-22 02:31:00,30,25.7,84,2026-01-22 02:31:00,-1.1111111111111112,20.789570753069285,OFF,0.0,0.0,9.0,0.0,0.0,0.0,27.0,8.100000000000001,0.0,0.0,9.0,2.6999999999999997
2026-01-22 02:45:00,30,25.7,84,2026-01-22 02:45:00,-1.1111111111111112,20.685315639087932,OFF,0.0,0.0,9.0,0.0,0.0,0.0,27.0,8.100000000000001,0.0,0.0,9.0,2.6999999999999997
2026-01-22 03:01:00,30,25.7,84,2026-01-22 03:01:00,-1.1111111111111112,20.58184243846144,OFF,0.0,0.0,9.0,0.0,0.0,0.0,27.0,8.100000000000001,0.0,0.0,9.0,2.6999999999999997
2026-01-22 03:15:00,30,25.99,85,2026-01-22 03:15:00,-1.1111111111111112,20.47914528683965,HEAT,12000.0,1.0,10.0,3.0,3.0,0.8999999999999999,30.0,9.000000000000002,1.0,0.3,10.0,2.9999999999999996
2026-01-22 03:31:00,30,25.7,84,2026-01-22 03:31:00,-1.1111111111111112,20.737218363855018,OFF,0.0,0.0,10.0,0.0,0.0,0.0,30.0,9.000000000000002,0.0,0.0,10.0,2.9999999999999996
2026-01-22 03:45:00,30,25.7,84,2026-01-22 03:45:00,-1.1111111111111112,20.633355892792768,OFF,0.0,0.0,10.0,0.0,0.0,0.0,30.0,9.000000000000002,0.0,0.0,10.0,2.9999999999999996
2026-01-22 04:00:00,29,25.0,85,2026-01-22 04:00:00,-1.6666666666666667,20.530272390263487,HEAT,12000.0,1.0,11.0,3.0,3.0,0.8999999999999999,33.0,9.900000000000002,1.0,0.3,11.0,3.2999999999999994
2026-01-22 04:15:00,29,25.0,85,2026-01-22 04:15:00,-1.6666666666666667,20.78379534733651,OFF,0.0,0.0,11.0,0.0,0.0,0.0,33.0,9.900000000000002,0.0,0.0,11.0,3.2999999999999994
2026-01-22 04:31:00,29,24.42,83,2026-01-22 04:31:00,-1.6666666666666667,20.675416882231488,OFF,0.0,0.0,11.0,0.0,0.0,0.0,33.0,9.900000000000002,0.0,0.0,11.0,3.2999999999999994
2026-01-22 04:45:00,29,24.42,83,2026-01-22 04:45:00,-1.6666666666666667,20.56785125561475,OFF,0.0,0.0,11.0,0.0,0.0,0.0,33.0,9.900000000000002,0.0,0.0,11.0,3.2999999999999994
2026-01-22 05:01:00,29,24.42,83,2026-01-22 05:01:00,-1.6666666666666667,20.46109237119764,HEAT,12000.0,1.0,12.0,3.0,3.0,0.8999999999999999,36.0,10.800000000000002,1.0,0.3,12.0,3.599999999999999
2026-01-22 05:15:00,29,24.42,83,2026-01-22 05:15:00,-1.6666666666666667,20.71513417841366,OFF,0.0,0.0,12.0,0.0,0.0,0.0,36.0,10.800000000000002,0.0,0.0,12.0,3.599999999999999
2026-01-22 05:30:00,29,24.13,82,2026-01-22 05:30:00,-1.6666666666666667,20.60727067207556,OFF,0.0,0.0,12.0,0.0,0.0,0.0,36.0,10.800000000000002,0.0,0.0,12.0,3.599999999999999
2026-01-22 05:45:00,29,24.13,82,2026-01-22 05:45:00,-1.6666666666666667,20.50021614203499,HEAT,12000.0,1.0,13.0,3.0,3.0,0.8999999999999999,39.0,11.700000000000003,1.0,0.3,13.0,3.899999999999999
2026-01-22 06:00:00,29,24.42,83,2026-01-22 06:00:00,-1.6666666666666667,20.753964520969728,OFF,0.0,0.0,13.0,0.0,0.0,0.0,39.0,11.700000000000003,0.0,0.0,13.0,3.899999999999999
2026-01-22 06:15:00,29,24.71,84,2026-01-22 06:15:00,-1.6666666666666667,20.645809787062458,OFF,0.0,0.0,13.0,0.0,0.0,0.0,39.0,11.700000000000003,0.0,0.0,13.0,3.899999999999999
2026-01-22 06:30:00,29,24.71,84,2026-01-22 06:30:00,-1.6666666666666667,20.53846621365949,HEAT,12000.0,1.0,14.0,3.0,3.0,0.8999999999999999,42.0,12.600000000000003,1.0,0.3,14.0,4.199999999999999
2026-01-22 06:45:00,29,24.71,84,2026-01-22 06:45:00,-1.6666666666666667,20.79192771705704,OFF,0.0,0.0,14.0,0.0,0.0,0.0,42.0,12.600000000000003,0.0,0.0,14.0,4.199999999999999
2026-01-22 07:01:00,29,24.71,84,2026-01-22 07:01:00,-1.6666666666666667,20.68348825917911,OFF,0.0,0.0,14.0,0.0,0.0,0.0,42.0,12.600000000000003,0.0,0.0,14.0,4.199999999999999
2026-01-22 07:15:00,28,23.74,84,2026-01-22 07:15:00,-2.2222222222222223,20.575862097235262,OFF,0.0,0.0,14.0,0.0,0.0,0.0,42.0,12.600000000000003,0.0,0.0,14.0,4.199999999999999
2026-01-22 07:30:00,29,24.42,83,2026-01-22 07:30:00,-1.6666666666666667,20.464876464839335,HEAT,12000.0,1.0,15.0,3.0,3.0,0.8999999999999999,45.0,13.500000000000004,1.0,0.3,15.0,4.499999999999999
2026-01-22 07:45:00,29,24.13,82,2026-01-22 07:45:00,-1.6666666666666667,20.71888989135304,OFF,0.0,0.0,15.0,0.0,0.0,0.0,45.0,13.500000000000004,0.0,0.0,15.0,4.499999999999999
2026-01-22 08:00:00,29,24.13,82,2026-01-22 08:00:00,-1.6666666666666667,20.610998217167893,OFF,0.0,0.0,15.0,0.0,0.0,0.0,45.0,13.500000000000004,0.0,0.0,15.0,4.499999999999999
2026-01-22 08:16:00,29,24.13,82,2026-01-22 08:16:00,-1.6666666666666667,20.503915730539138,HEAT,12000.0,1.0,16.0,3.0,3.0,0.8999999999999999,48.0,14.400000000000004,1.0,0.3,16.0,4.799999999999999
2026-01-22 08:31:00,30,25.11,82,2026-01-22 08:31:00,-1.1111111111111112,20.757636362560092,OFF,0.0,0.0,16.0,0.0,0.0,0.0,48.0,14.400000000000004,0.0,0.0,16.0,4.799999999999999
2026-01-22 08:45:00,30,25.11,82,2026-01-22 08:45:00,-1.1111111111111112,20.653620756507557,OFF,0.0,0.0,16.0,0.0,0.0,0.0,48.0,14.400000000000004,0.0,0.0,16.0,4.799999999999999
2026-01-22 09:00:00,31,26.08,82,2026-01-22 09:00:00,-0.5555555555555556,20.550385267500417,HEAT,12000.0,1.0,17.0,3.0,3.0,0.8999999999999999,51.0,15.300000000000004,1.0,0.3,17.0,5.099999999999999
2026-01-22 09:16:00,31,26.08,82,2026-01-22 09:16:00,-0.5555555555555556,20.812090711327496,OFF,0.0,0.0,17.0,0.0,0.0,0.0,51.0,15.300000000000004,0.0,0.0,17.0,5.099999999999999
2026-01-22 09:31:00,32,26.76,81,2026-01-22 09:31:00,0.0,20.711833364325873,OFF,0.0,0.0,17.0,0.0,0.0,0.0,51.0,15.300000000000004,0.0,0.0,17.0,5.099999999999999
2026-01-22 09:46:00,32,26.76,81,2026-01-22 09:46:00,0.0,20.61649461409343,OFF,0.0,0.0,17.0,0.0,0.0,0.0,51.0,15.300000000000004,0.0,0.0,17.0,5.099999999999999
2026-01-22 10:00:00,33,28.04,82,2026-01-22 10:00:00,0.5555555555555556,20.52187090448773,HEAT,12000.0,1.0,18.0,3.0,3.0,0.8999999999999999,54.0,16.200000000000003,1.0,0.3,18.0,5.399999999999999
2026-01-22 10:15:00,33,28.04,82,2026-01-22 10:15:00,0.5555555555555556,20.79212353937074,OFF,0.0,0.0,18.0,0.0,0.0,0.0,54.0,16.200000000000003,0.0,0.0,18.0,5.399999999999999
2026-01-22 10:30:00,34,29.01,82,2026-01-22 10:30:00,1.1111111111111112,20.700349279492123,OFF,0.0,0.0,18.0,0.0,0.0,0.0,54.0,16.200000000000003,0.0,0.0,18.0,5.399999999999999
2026-01-22 10:45:00,35,30.0,82,2026-01-22 10:45:00,1.6666666666666667,20.613429993229264,OFF,0.0,0.0,18.0,0.0,0.0,0.0,54.0,16.200000000000003,0.0,0.0,18.0,5.399999999999999
2026-01-22 11:00:00,35,30.88,85,2026-01-22 11:00:00,1.6666666666666667,20.531329268280043,HEAT,12000.0,1.0,19.0,3.0,3.0,0.8999999999999999,57.0,17.1,1.0,0.3,19.0,5.699999999999998
2026-01-22 11:15:00,36,32.74,88,2026-01-22 11:15:00,2.2222222222222223,20.809844298767946,OFF,0.0,0.0,19.0,0.0,0.0,0.0,57.0,17.1,0.0,0.0,19.0,5.699999999999998
2026-01-22 11:30:00,37,34.02,89,2026-01-22 11:30:00,2.7777777777777777,20.73043713319385,OFF,0.0,0.0,19.0,0.0,0.0,0.0,57.0,17.1,0.0,0.0,19.0,5.699999999999998
2026-01-22 11:45:00,37,33.44,87,2026-01-22 11:45:00,2.7777777777777777,20.65579218802823,OFF,0.0,0.0,19.0,0.0,0.0,0.0,57.0,17.1,0.0,0.0,19.0,5.699999999999998
2026-01-22 12:01:00,37,32.56,84,2026-01-22 12:01:00,2.7777777777777777,20.58170707995135,OFF,0.0,0.0,19.0,0.0,0.0,0.0,57.0,17.1,0.0,0.0,19.0,5.699999999999998
2026-01-22 12:15:00,38,32.31,80,2026-01-22 12:15:00,3.3333333333333335,20.508177610185047,HEAT,12000.0,1.0,20.0,3.0,3.0,0.8999999999999999,60.0,18.0,1.0,0.3,20.0,5.999999999999998
2026-01-22 12:31:00,39,32.97,79,2026-01-22 12:31:00,3.888888888888889,20.79936627810866,OFF,0.0,0.0,20.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,20.0,5.999999999999998
2026-01-22 12:45:00,40,33.62,78,2026-01-22 12:45:00,4.444444444444445,20.732537697689512,OFF,0.0,0.0,20.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,20.0,5.999999999999998
2026-01-22 13:00:00,40,32.95,76,2026-01-22 13:00:00,4.444444444444445,20.670376998290173,OFF,0.0,0.0,20.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,20.0,5.999999999999998
2026-01-22 13:16:00,43,34.48,72,2026-01-22 13:16:00,6.111111111111111,20.60868250413633,OFF,0.0,0.0,20.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,20.0,5.999999999999998
2026-01-22 13:31:00,42,32.45,69,2026-01-22 13:31:00,5.555555555555555,20.55995071868864,OFF,0.0,0.0,20.0,0.0,0.0,0.0,60.0,18.0,0.0,0.0,20.0,5.999999999999998
2026-01-22 13:46:00,44,33.64,67,2026-01-22 13:46:00,6.666666666666667,20.507417754965143,HEAT,12000.0,1.0,21.0,3.0,3.0,0.8999999999999999,63.0,18.9,1.0,0.3,21.0,6.299999999999998
2026-01-22 14:01:00,46,33.17,61,2026-01-22 14:01:00,7.777777777777778,20.823612121802903,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 14:16:00,47,34.11,61,2026-01-22 14:16:00,8.333333333333334,20.78576836422272,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 14:30:00,48,33.78,58,2026-01-22 14:30:00,8.88888888888889,20.752375101491047,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 14:46:00,48,34.21,59,2026-01-22 14:46:00,8.88888888888889,20.72339895489653,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 15:00:00,48,33.78,58,2026-01-22 15:00:00,8.88888888888889,20.69464012940147,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 15:15:00,47,33.69,60,2026-01-22 15:15:00,8.333333333333334,20.66609699509763,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 15:30:00,45,34.2,66,2026-01-22 15:30:00,7.222222222222222,20.633601267634397,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 15:46:00,43,34.14,71,2026-01-22 15:46:00,6.111111111111111,20.593015924793807,OFF,0.0,0.0,21.0,0.0,0.0,0.0,63.0,18.9,0.0,0.0,21.0,6.299999999999998
2026-01-22 16:01:00,42,34.21,74,2026-01-22 16:01:00,5.555555555555555,20.544401638691188,HEAT,12000.0,1.0,22.0,3.0,3.0,0.8999999999999999,66.0,19.799999999999997,1.0,0.3,22.0,6.599999999999998
2026-01-22 16:15:00,41,34.27,77,2026-01-22 16:15:00,5.0,20.85198529306767,OFF,0.0,0.0,22.0,0.0,0.0,0.0,66.0,19.799999999999997,0.0,0.0,22.0,6.599999999999998
2026-01-22 16:30:00,40,34.57,81,2026-01-22 16:30:00,4.444444444444445,20.793095403369666,OFF,0.0,0.0,22.0,0.0,0.0,0.0,66.0,19.799999999999997,0.0,0.0,22.0,6.599999999999998
2026-01-22 16:45:00,38,33.24,83,2026-01-22 16:45:00,3.3333333333333335,20.73048052117772,OFF,0.0,0.0,22.0,0.0,0.0,0.0,66.0,19.799999999999997,0.0,0.0,22.0,6.599999999999998
2026-01-22 17:00:00,38,33.84,85,2026-01-22 17:00:00,3.3333333333333335,20.66000191726889,OFF,0.0,0.0,22.0,0.0,0.0,0.0,66.0,19.799999999999997,0.0,0.0,22.0,6.599999999999998
2026-01-22 17:16:00,37,33.15,86,2026-01-22 17:16:00,2.7777777777777777,20.59005190288937,OFF,0.0,0.0,22.0,0.0,0.0,0.0,66.0,19.799999999999997,0.0,0.0,22.0,6.599999999999998
2026-01-22 17:31:00,37,33.15,86,2026-01-22 17:31:00,2.7777777777777777,20.516459846951033,HEAT,12000.0,1.0,23.0,3.0,3.0,0.8999999999999999,69.0,20.699999999999996,1.0,0.3,23.0,6.899999999999998
2026-01-22 17:45:00,36,32.45,87,2026-01-22 17:45:00,2.2222222222222223,20.803419731432232,OFF,0.0,0.0,23.0,0.0,0.0,0.0,69.0,20.699999999999996,0.0,0.0,23.0,6.899999999999998
2026-01-22 18:01:00,36,32.45,87,2026-01-22 18:01:00,2.2222222222222223,20.724060750113157,OFF,0.0,0.0,23.0,0.0,0.0,0.0,69.0,20.699999999999996,0.0,0.0,23.0,6.899999999999998
2026-01-22 18:16:00,35,31.48,87,2026-01-22 18:16:00,1.6666666666666667,20.645296961153974,OFF,0.0,0.0,23.0,0.0,0.0,0.0,69.0,20.699999999999996,0.0,0.0,23.0,6.899999999999998
2026-01-22 18:30:00,34,30.78,88,2026-01-22 18:30:00,1.1111111111111112,20.56295723394532,OFF,0.0,0.0,23.0,0.0,0.0,0.0,69.0,20.699999999999996,0.0,0.0,23.0,6.899999999999998
2026-01-22 18:45:00,34,30.78,88,2026-01-22 18:45:00,1.1111111111111112,20.477068388024065,HEAT,12000.0,1.0,24.0,3.0,3.0,0.8999999999999999,72.0,21.599999999999994,1.0,0.3,24.0,7.1999999999999975
2026-01-22 19:00:00,34,31.06,89,2026-01-22 19:00:00,1.1111111111111112,20.751823708447215,OFF,0.0,0.0,24.0,0.0,0.0,0.0,72.0,21.599999999999994,0.0,0.0,24.0,7.1999999999999975
2026-01-22 19:15:00,33,30.07,89,2026-01-22 19:15:00,0.5555555555555556,20.664518363967193,OFF,0.0,0.0,24.0,0.0,0.0,0.0,72.0,21.599999999999994,0.0,0.0,24.0,7.1999999999999975
2026-01-22 19:31:00,33,30.07,89,2026-01-22 19:31:00,0.5555555555555556,20.573701142904103,OFF,0.0,0.0,24.0,0.0,0.0,0.0,72.0,21.599999999999994,0.0,0.0,24.0,7.1999999999999975
2026-01-22 19:45:00,33,30.07,89,2026-01-22 19:45:00,0.5555555555555556,20.48356505099899,HEAT,12000.0,1.0,25.0,3.0,3.0,0.8999999999999999,75.0,22.499999999999993,1.0,0.3,25.0,7.499999999999997
2026-01-22 20:01:00,32,29.08,89,2026-01-22 20:01:00,0.0,20.754104979783165,OFF,0.0,0.0,25.0,0.0,0.0,0.0,75.0,22.499999999999993,0.0,0.0,25.0,7.499999999999997
2026-01-22 20:15:00,32,29.08,89,2026-01-22 20:15:00,0.0,20.65844919243479,OFF,0.0,0.0,25.0,0.0,0.0,0.0,75.0,22.499999999999993,0.0,0.0,25.0,7.499999999999997
2026-01-22 20:31:00,32,29.08,89,2026-01-22 20:31:00,0.0,20.56351082349153,OFF,0.0,0.0,25.0,0.0,0.0,0.0,75.0,22.499999999999993,0.0,0.0,25.0,7.499999999999997
2026-01-22 20:46:00,32,29.08,89,2026-01-22 20:46:00,0.0,20.469284492315342,HEAT,12000.0,1.0,26.0,3.0,3.0,0.8999999999999999,78.0,23.39999999999999,1.0,0.3,26.0,7.799999999999997
2026-01-22 21:01:00,32,28.8,88,2026-01-22 21:01:00,0.0,20.73576485862298,OFF,0.0,0.0,26.0,0.0,0.0,0.0,78.0,23.39999999999999,0.0,0.0,26.0,7.799999999999997
2026-01-22 21:15:00,32,28.8,88,2026-01-22 21:15:00,0.0,20.640246622183305,OFF,0.0,0.0,26.0,0.0,0.0,0.0,78.0,23.39999999999999,0.0,0.0,26.0,7.799999999999997
2026-01-22 21:31:00,32,29.08,89,2026-01-22 21:31:00,0.0,20.54544477251693,HEAT,12000.0,1.0,27.0,3.0,3.0,0.8999999999999999,81.0,24.29999999999999,1.0,0.3,27.0,8.099999999999998
2026-01-22 21:45:00,33,30.07,89,2026-01-22 21:45:00,0.5555555555555556,20.81135393672305,OFF,0.0,0.0,27.0,0.0,0.0,0.0,81.0,24.29999999999999,0.0,0.0,27.0,8.099999999999998
2026-01-22 22:00:00,32,29.08,89,2026-01-22 22:00:00,0.0,20.719435448864296,OFF,0.0,0.0,27.0,0.0,0.0,0.0,81.0,24.29999999999999,0.0,0.0,27.0,8.099999999999998
2026-01-22 22:15:00,32,29.08,89,2026-01-22 22:15:00,0.0,20.624039682997815,OFF,0.0,0.0,27.0,0.0,0.0,0.0,81.0,24.29999999999999,0.0,0.0,27.0,8.099999999999998
2026-01-22 22:31:00,32,29.08,89,2026-01-22 22:31:00,0.0,20.52935938537533,HEAT,12000.0,1.0,28.0,3.0,3.0,0.8999999999999999,84.0,25.19999999999999,1.0,0.3,28.0,8.399999999999999
2026-01-22 22:46:00,32,29.08,89,2026-01-22 22:46:00,0.0,20.795389189985013,OFF,0.0,0.0,28.0,0.0,0.0,0.0,84.0,25.19999999999999,0.0,0.0,28.0,8.399999999999999
